Date,Name,Subclass,Url,Division,Retailer
2025-01-14,JacobsGoldΕπιλεγμένοΧαρμάνι100g,Coffee,jacobs-gold-epilegmeno-charmani-100g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-14,"Agros6Χ1,5L",Mineral or spring waters,agros-6x15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-14,"PericNeroAgrou6Χ1,5L",Mineral or spring waters,peric-nero-agrou-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-14,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-14,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-14,Κυβικά ανά μήνα,Water supply,https://eoal.org.cy/exypiretisi/teli/teli-chrisis-nerou/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water Board of Larnaca
2025-01-14,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-14,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-15,Agros12X500ml,Mineral or spring waters,agros-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-15,"PericNeroAgrou6Χ1,5L",Mineral or spring waters,peric-nero-agrou-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-15,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-15,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-15,Κυβικά ανά μήνα,Water supply,https://eoal.org.cy/exypiretisi/teli/teli-chrisis-nerou/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water Board of Larnaca
2025-01-15,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-15,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-16,DettolSoftOnSkinNourishHandWash250ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",dettol-soft-on-skin-nourish-kremosapouno-250ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-01-16,Agros12X500ml,Mineral or spring waters,agros-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-16,"PericNeroAgrou6Χ1,5L",Mineral or spring waters,peric-nero-agrou-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-16,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-16,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-16,Κυβικά ανά μήνα,Water supply,https://eoal.org.cy/exypiretisi/teli/teli-chrisis-nerou/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water Board of Larnaca
2025-01-16,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-16,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-17,DettolSoftOnSkinNourishHandWash250ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",dettol-soft-on-skin-nourish-kremosapouno-250ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-01-17,Agros12X500ml,Mineral or spring waters,agros-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-17,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-17,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-17,Κυβικά ανά μήνα,Water supply,https://eoal.org.cy/exypiretisi/teli/teli-chrisis-nerou/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water Board of Larnaca
2025-01-17,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-17,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-18,DettolSoftOnSkinNourishHandWash250ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",dettol-soft-on-skin-nourish-kremosapouno-250ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-01-18,Agros12X500ml,Mineral or spring waters,agros-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-18,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-18,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-18,Κυβικά ανά μήνα,Water supply,https://eoal.org.cy/exypiretisi/teli/teli-chrisis-nerou/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water Board of Larnaca
2025-01-18,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-18,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-19,DettolSoftOnSkinNourishHandWash250ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",dettol-soft-on-skin-nourish-kremosapouno-250ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-01-19,Agros12X500ml,Mineral or spring waters,agros-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-19,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-19,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-19,Κυβικά ανά μήνα,Water supply,https://eoal.org.cy/exypiretisi/teli/teli-chrisis-nerou/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water Board of Larnaca
2025-01-19,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-19,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-20,DettolSoftOnSkinNourishHandWash250ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",dettol-soft-on-skin-nourish-kremosapouno-250ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-01-20,Agros12X500ml,Mineral or spring waters,agros-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-20,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-20,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-20,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-20,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-21,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-21,Agros12X500ml,Mineral or spring waters,agros-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-21,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-21,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-21,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-21,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-22,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-22,ΝουνούLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-22,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-22,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-22,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-22,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-23,ΧΑΡΑΛΑΜΠΟΣ ΜΑΞΟΥΤΗΣ ΛΙΜΙΤΕΔ,,charalampos-maxoytis-limited?ref=maptile,,Fuel Daddy
2025-01-23,A.V. FUELS LIMITED,,av-fuels-limited-2?ref=maptile,,Fuel Daddy
2025-01-23,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-23,ΝουνούLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-23,ZwanChoppedHamAndPork200g,Other meat preparations,zwan-chopped-ham-and-pork-340g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-23,DettolSoftOnSkinAloeVeraHandWash250ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",dettol-soft-on-skin-aloe-vera-kremosapouno-250ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-01-23,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-23,"Kykkos6Χ1,5L",Mineral or spring waters,kykkos-6ch15l,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-23,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-23,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-24,ΧΑΡΑΛΑΜΠΟΣ ΜΑΞΟΥΤΗΣ ΛΙΜΙΤΕΔ,,charalampos-maxoytis-limited?ref=maptile,,Fuel Daddy
2025-01-24,A.V. FUELS LIMITED,,av-fuels-limited-2?ref=maptile,,Fuel Daddy
2025-01-24,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-24,ΝουνούLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-24,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-24,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-24,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-25,ΧΑΡΑΛΑΜΠΟΣ ΜΑΞΟΥΤΗΣ ΛΙΜΙΤΕΔ,,charalampos-maxoytis-limited?ref=maptile,,Fuel Daddy
2025-01-25,A.V. FUELS LIMITED,,av-fuels-limited-2?ref=maptile,,Fuel Daddy
2025-01-25,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-25,ΝουνούLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-25,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-25,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-25,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-26,ΧΑΡΑΛΑΜΠΟΣ ΜΑΞΟΥΤΗΣ ΛΙΜΙΤΕΔ,,charalampos-maxoytis-limited?ref=maptile,,Fuel Daddy
2025-01-26,A.V. FUELS LIMITED,,av-fuels-limited-2?ref=maptile,,Fuel Daddy
2025-01-26,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-26,ΝουνούLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-26,VasilicoEggsΑυγάΜεσσαία15Τεμ,Eggs,vasilico-eggs-avga-messaia-15tem,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-26,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-26,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-26,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-27,ΧΑΡΑΛΑΜΠΟΣ ΜΑΞΟΥΤΗΣ ΛΙΜΙΤΕΔ,,charalampos-maxoytis-limited?ref=maptile,,Fuel Daddy
2025-01-27,A.V. FUELS LIMITED,,av-fuels-limited-2?ref=maptile,,Fuel Daddy
2025-01-27,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-27,ΝουνούLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-27,VasilicoEggsΑυγάΜεσσαία15Τεμ,Eggs,vasilico-eggs-avga-messaia-15tem,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-27,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-27,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-27,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-28,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-28,VasilicoEggsΑυγάΜεσσαία15Τεμ,Eggs,vasilico-eggs-avga-messaia-15tem,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-28,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-28,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-28,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-29,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-29,VikosNero12X500ml,Mineral or spring waters,vikos-nero-12x500ml,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-29,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-29,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-30,Νουνού400g,Other milk products,nounou-400g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-01-30,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-30,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-31,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-01-31,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-01,Yiannakis Aspri & Sons Ltd,,yiannakis-aspri-sons-ltd-1?ref=maptile,,Fuel Daddy
2025-02-01,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-01,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-02,Yiannakis Aspri & Sons Ltd,,yiannakis-aspri-sons-ltd-1?ref=maptile,,Fuel Daddy
2025-02-02,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-02,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-03,Yiannakis Aspri & Sons Ltd,,yiannakis-aspri-sons-ltd-1?ref=maptile,,Fuel Daddy
2025-02-03,ΜιτσίδηΧωριάτικαΜακαρόνια500g,Pasta products and couscous,mitsidi-choriatika-makaronia-500g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-03,NikiforouEggsΑχυρώναSizeM18Τεμ,Eggs,nikiforou-eggs-achyrona-size-m-18tem,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-03,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-03,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-04,Yiannakis Aspri & Sons Ltd,,yiannakis-aspri-sons-ltd-1?ref=maptile,,Fuel Daddy
2025-02-04,ΜιτσίδηΧωριάτικαΜακαρόνια500g,Pasta products and couscous,mitsidi-choriatika-makaronia-500g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-04,NounouLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-04,NikiforouEggsΑχυρώναSizeM18Τεμ,Eggs,nikiforou-eggs-achyrona-size-m-18tem,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-04,ColgateTotalActiveFresh75ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",colgate-total-active-fresh-75ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-02-04,LaVacheQuiRitOriginal8Pcs,Cheese and curd,la-vache-qui-rit-original-8tem-1,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-04,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-04,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-05,Yiannakis Aspri & Sons Ltd,,yiannakis-aspri-sons-ltd-1?ref=maptile,,Fuel Daddy
2025-02-05,ΜιτσίδηΧωριάτικαΜακαρόνια500g,Pasta products and couscous,mitsidi-choriatika-makaronia-500g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-05,NounouLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-05,NikiforouEggsΑχυρώναSizeM18Τεμ,Eggs,nikiforou-eggs-achyrona-size-m-18tem,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-05,ChrysodaliaSmokedPorkLoinSlices300g,"Dried, salted or smoked meat",chrysodalia-lountza-kapnisti-fetes-300g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-05,ColgateTotalActiveFresh75ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",colgate-total-active-fresh-75ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-02-05,AlwaysDailiesNormalFresh&Protect30Τεμ,"Articles for personal hygiene and wellness, esoteric products and beauty products",always-dailies-normal-fresh-protect-30tem,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-02-05,LaVacheQuiRitOriginal8Pcs,Cheese and curd,la-vache-qui-rit-original-8tem-1,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-05,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-05,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-06,MitsidesWholeWheatMezzaniA500g,Pasta products and couscous,mitsidi-olikis-alesis-makaronia-a-500g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-06,NounouLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-06,ChrysodaliaSmokedPorkLoinSlices300g,"Dried, salted or smoked meat",chrysodalia-lountza-kapnisti-fetes-300g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-06,ColgateTotalActiveFresh75ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",colgate-total-active-fresh-75ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-02-06,AlwaysDailiesNormalFresh&Protect30Τεμ,"Articles for personal hygiene and wellness, esoteric products and beauty products",always-dailies-normal-fresh-protect-30tem,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
2025-02-06,LaVacheQuiRitOriginal8Pcs,Cheese and curd,la-vache-qui-rit-original-8tem-1,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-06,Ετήσιο Τέλος,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-06,Τέλος Χρήσης,Sewage collection,https://eoal.org.cy/exypiretisi/teli/apocheteftika-teli/,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewerage Board of Larnaca
2025-02-07,NounouLight10X15g,Other milk products,nounou-light-10x15g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-07,ChrysodaliaSmokedPorkLoinSlices300g,"Dried, salted or smoked meat",chrysodalia-lountza-kapnisti-fetes-300g,FOOD AND NON-ALCOHOLIC BEVERAGES,SupermarketCy
2025-02-07,ColgateTotalActiveFresh75ml,"Articles for personal hygiene and wellness, esoteric products and beauty products",colgate-total-active-fresh-75ml,MISCELLANEOUS GOODS AND SERVICES,SupermarketCy
